method,sample_id,seed,class,coverage_target,coverage,occlusion_ratio,lpips,psnr,ssim,roi_status,scoring_mode,selected_for_contact_sheet
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_1,3,emblem_x_banner,0.5,cov50,0.486007,0.007317984942346811,35.86769325842949,0.9852496943413421,ok,located,false
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_1,4,emblem_x_banner,0.5,cov50,0.486007,0.012494980357587337,35.06438311867854,0.9803709209268501,ok,located,true
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_2,0,emblem_x_banner,0.5,cov50,0.505033,0.024489909410476685,30.434624626560385,0.974130842556668,ok,located,false
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_2,1,emblem_x_banner,0.5,cov50,0.505033,0.0432194322347641,25.769997229409796,0.9383511553512199,ok,located,false
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_2,2,emblem_x_banner,0.5,cov50,0.505033,0.0798323005437851,26.26233974816154,0.9442854091264533,ok,located,false
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_2,3,emblem_x_banner,0.5,cov50,0.505033,0.02340986579656601,29.640739550929286,0.9675074066005859,ok,located,false
qwen2511_class_word_prompt_oracle,emblem_x_banner_cov50_2,4,emblem_x_banner,0.5,cov50,0.505033,0.024888668209314346,29.406871591333218,0.9668863027851199,ok,located,true
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_0,0,food_x_plate,0.7,cov70,0.713963,0.03557717055082321,34.85945184358515,0.9687911846253732,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_0,1,food_x_plate,0.7,cov70,0.713963,0.054455842822790146,23.904829976761114,0.9283217048588585,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_0,2,food_x_plate,0.7,cov70,0.713963,0.043377891182899475,28.111633758517016,0.9580776095720581,ok,located,true
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_0,3,food_x_plate,0.7,cov70,0.713963,0.045148782432079315,31.130036771268735,0.965893284933261,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_0,4,food_x_plate,0.7,cov70,0.713963,0.03626706451177597,32.5684726305069,0.969467899698362,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_1,0,food_x_plate,0.7,cov70,0.695275,0.020570946857333183,30.448739730177348,0.9639453264635298,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_1,1,food_x_plate,0.7,cov70,0.695275,0.05273083597421646,24.288185173717835,0.9158885738342595,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_1,2,food_x_plate,0.7,cov70,0.695275,0.03730963170528412,26.329115813576752,0.9328272922438855,ok,located,true
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_1,3,food_x_plate,0.7,cov70,0.695275,0.04097411781549454,27.0489918375224,0.9507420083923992,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_1,4,food_x_plate,0.7,cov70,0.695275,0.0254053957760334,29.027233140808413,0.9571555394622498,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_2,0,food_x_plate,0.7,cov70,0.695829,0.013322142884135246,29.84850738230923,0.9687090577263803,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_2,1,food_x_plate,0.7,cov70,0.695829,0.03577161580324173,22.254055108850558,0.8991513486347639,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_2,2,food_x_plate,0.7,cov70,0.695829,0.02045091614127159,25.48149632689791,0.9415696298897888,ok,located,true
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_2,3,food_x_plate,0.7,cov70,0.695829,0.02399073727428913,25.708279899180283,0.9483279447488494,ok,located,false
qwen2511_class_word_prompt_oracle,food_x_plate_cov70_2,4,food_x_plate,0.7,cov70,0.695829,0.013963336125016212,30.166071635329068,0.9693065893995613,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_0,0,coin_x_chest,0.7,cov70,0.7127,0.1014009416103363,20.08581741830794,0.7933366270485566,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_0,1,coin_x_chest,0.7,cov70,0.7127,0.6339244246482849,9.4282385771203,0.3455848973184515,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_0,2,coin_x_chest,0.7,cov70,0.7127,0.14117614924907684,19.125096160551283,0.73194648941179,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_0,3,coin_x_chest,0.7,cov70,0.7127,0.12697243690490723,19.46103266807646,0.7621958811409072,ok,located,true
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_0,4,coin_x_chest,0.7,cov70,0.7127,0.11750708520412445,19.37513424890693,0.7709961473261685,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_1,0,coin_x_chest,0.7,cov70,0.709374,0.16413071751594543,18.510453125947905,0.7340630823152722,ok,located,true
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_1,1,coin_x_chest,0.7,cov70,0.709374,0.32677292823791504,12.725769089747692,0.5706148895341298,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_1,2,coin_x_chest,0.7,cov70,0.709374,0.12161338329315186,19.364895201307736,0.775065906890704,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_1,3,coin_x_chest,0.7,cov70,0.709374,0.1451513171195984,18.657781903188884,0.7485669894624883,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_1,4,coin_x_chest,0.7,cov70,0.709374,0.21542340517044067,13.383728901392569,0.3470804902836493,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_2,0,coin_x_chest,0.7,cov70,0.707081,0.14761540293693542,17.91180481756315,0.669820058599397,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_2,1,coin_x_chest,0.7,cov70,0.707081,0.21708928048610687,14.891610514873719,0.6826067936816052,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_2,2,coin_x_chest,0.7,cov70,0.707081,0.15129828453063965,19.65665289573977,0.798232163041492,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_2,3,coin_x_chest,0.7,cov70,0.707081,0.16930626332759857,18.274726890467825,0.7087124968121398,ok,located,false
qwen2511_class_word_prompt_oracle,coin_x_chest_cov70_2,4,coin_x_chest,0.7,cov70,0.707081,0.16055290400981903,18.06933094725769,0.6849317407456971,ok,located,true
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_0,0,key_x_lock,0.5,cov50,0.485743,0.1260608434677124,20.866191054313784,0.9186990998017056,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_0,1,key_x_lock,0.5,cov50,0.485743,0.10700463503599167,20.428497591807634,0.9439791605889646,ok,located,true
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_0,2,key_x_lock,0.5,cov50,0.485743,0.10324372351169586,21.00607358688753,0.9423969491419998,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_0,3,key_x_lock,0.5,cov50,0.485743,0.10610998421907425,21.10167820794689,0.9469160674396604,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_0,4,key_x_lock,0.5,cov50,0.485743,0.10757996141910553,20.972446525983564,0.9507154685183917,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_1,0,key_x_lock,0.5,cov50,0.498359,0.0856093317270279,20.628788968326663,0.8588925442439596,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_1,1,key_x_lock,0.5,cov50,0.498359,0.10797874629497528,21.48247473849636,0.8685475735459415,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_1,2,key_x_lock,0.5,cov50,0.498359,0.09630024433135986,22.715422761727663,0.9189650310081164,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_1,3,key_x_lock,0.5,cov50,0.498359,0.11111385375261307,21.309832683567222,0.8665886771947037,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_1,4,key_x_lock,0.5,cov50,0.498359,0.10792291909456253,21.47856261995793,0.8707469896914241,ok,located,true
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_2,0,key_x_lock,0.5,cov50,0.511836,0.12491778284311295,17.613225015242755,0.888167097006182,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_2,1,key_x_lock,0.5,cov50,0.511836,0.09974810481071472,22.004426417651644,0.9483807443006894,ok,located,true
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_2,2,key_x_lock,0.5,cov50,0.511836,0.09931595623493195,22.30140524841414,0.9529169598044239,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_2,3,key_x_lock,0.5,cov50,0.511836,0.10568027198314667,22.57964180349143,0.9484476611795666,ok,located,false
qwen2511_class_word_prompt_oracle,key_x_lock_cov50_2,4,key_x_lock,0.5,cov50,0.511836,0.09648830443620682,22.33591443251497,0.9556470679019831,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_0,0,potion_x_crate,0.5,cov50,0.518319,0.04156677797436714,26.11823491894726,0.8842050238282447,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_0,1,potion_x_crate,0.5,cov50,0.518319,0.04131446033716202,26.264593357107366,0.8856546390582015,ok,located,true
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_0,2,potion_x_crate,0.5,cov50,0.518319,0.0601520873606205,26.376225415025125,0.8911829140185485,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_0,3,potion_x_crate,0.5,cov50,0.518319,0.03706713765859604,26.55320851158072,0.8919121485863156,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_0,4,potion_x_crate,0.5,cov50,0.518319,0.040714897215366364,26.182016339430515,0.8820096749148224,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_1,0,potion_x_crate,0.5,cov50,0.505658,0.01864113286137581,30.59956301875822,0.9384737437132072,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_1,1,potion_x_crate,0.5,cov50,0.505658,0.013323471881449223,34.68574736584009,0.9531209044328675,ok,located,true
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_1,2,potion_x_crate,0.5,cov50,0.505658,0.021047193557024002,31.978533022708667,0.9435636169775301,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_1,3,potion_x_crate,0.5,cov50,0.505658,0.01320568285882473,32.3643997566128,0.9430670197049555,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_1,4,potion_x_crate,0.5,cov50,0.505658,0.010906458832323551,32.93360011003017,0.9418373598993198,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_2,0,potion_x_crate,0.5,cov50,0.514935,0.03194519132375717,27.28626455226319,0.9123519021468258,ok,located,true
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_2,1,potion_x_crate,0.5,cov50,0.514935,0.03625504672527313,27.412977108853042,0.9167293425865074,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_2,2,potion_x_crate,0.5,cov50,0.514935,0.030093872919678688,27.83980307347443,0.9229968688689335,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_2,3,potion_x_crate,0.5,cov50,0.514935,0.012270938605070114,35.023152883383695,0.9673517993301424,ok,located,false
qwen2511_class_word_prompt_oracle,potion_x_crate_cov50_2,4,potion_x_crate,0.5,cov50,0.514935,0.05015518516302109,27.73436492441219,0.9128570721524837,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_0,0,gem_x_ring,0.3,cov30,0.299812,0.013980037532746792,27.597166869167417,0.9471219497114931,ok,located,true
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_0,1,gem_x_ring,0.3,cov30,0.299812,0.019742298871278763,25.47477610721843,0.9277905282763356,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_0,2,gem_x_ring,0.3,cov30,0.299812,0.016380038112401962,26.06625291569607,0.9307832488595519,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_0,3,gem_x_ring,0.3,cov30,0.299812,0.012243261560797691,28.49020103517574,0.9523053763615486,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_0,4,gem_x_ring,0.3,cov30,0.299812,0.009494350291788578,28.520995630715056,0.9552941314657702,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_1,0,gem_x_ring,0.3,cov30,0.287595,0.012296376749873161,24.20597342528974,0.9065151538530495,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_1,1,gem_x_ring,0.3,cov30,0.287595,0.00981887150555849,26.310997097319664,0.9438848227261221,ok,located,true
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_1,2,gem_x_ring,0.3,cov30,0.287595,0.009487669914960861,27.704220742882768,0.9489690587066368,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_1,3,gem_x_ring,0.3,cov30,0.287595,0.013624848797917366,24.16107271775839,0.9110291871342074,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_1,4,gem_x_ring,0.3,cov30,0.287595,0.00945227313786745,26.694826339914748,0.9463461590989334,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_2,0,gem_x_ring,0.3,cov30,0.290504,0.007942305877804756,29.990745482939687,0.964519570943196,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_2,1,gem_x_ring,0.3,cov30,0.290504,0.018118461593985558,24.789765397565198,0.9303750777629318,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_2,2,gem_x_ring,0.3,cov30,0.290504,0.013798787258565426,25.154447143295044,0.9293997094832028,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_2,3,gem_x_ring,0.3,cov30,0.290504,0.01795564591884613,24.549181305056365,0.930210555861446,ok,located,false
qwen2511_class_word_prompt_oracle,gem_x_ring_cov30_2,4,gem_x_ring,0.3,cov30,0.290504,0.014620782807469368,24.700349457303933,0.9230567402853914,ok,located,true
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_0,0,pen_x_book,0.3,cov30,0.310811,0.1269698143005371,19.292367628000918,0.9081556247471051,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_0,1,pen_x_book,0.3,cov30,0.310811,0.02599067986011505,31.588612488560223,0.968801247796209,ok,located,true
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_0,2,pen_x_book,0.3,cov30,0.310811,0.05782145634293556,27.205608937071972,0.9037626847491516,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_0,3,pen_x_book,0.3,cov30,0.310811,0.021749811246991158,31.519774823225063,0.9694416615924791,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_0,4,pen_x_book,0.3,cov30,0.310811,0.025809984654188156,30.168811723950824,0.96836486581175,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_1,0,pen_x_book,0.3,cov30,0.304428,0.3188537359237671,14.752792106651302,0.663148408874006,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_1,1,pen_x_book,0.3,cov30,0.304428,0.022537700831890106,28.952527546070392,0.9310910859093423,ok,located,true
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_1,2,pen_x_book,0.3,cov30,0.304428,0.09232409298419952,28.47869288119462,0.9081343583522458,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_1,3,pen_x_book,0.3,cov30,0.304428,0.018317902460694313,30.716790676965715,0.9471049741590236,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_1,4,pen_x_book,0.3,cov30,0.304428,0.02173551730811596,30.16181364881112,0.9446461057557407,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_2,0,pen_x_book,0.3,cov30,0.306125,0.14842060208320618,19.445849989247343,0.8764923219414538,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_2,1,pen_x_book,0.3,cov30,0.306125,0.017589224502444267,35.396989647924194,0.9748714462688524,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_2,2,pen_x_book,0.3,cov30,0.306125,0.041983287781476974,29.058421517608558,0.9489625733205141,ok,located,false
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_2,3,pen_x_book,0.3,cov30,0.306125,0.027959182858467102,31.605493719747027,0.9461440363072935,ok,located,true
qwen2511_class_word_prompt_oracle,pen_x_book_cov30_2,4,pen_x_book,0.3,cov30,0.306125,0.012500027194619179,37.984732507035275,0.9799188828618285,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_0,0,sword_x_shield,0.3,cov30,0.286166,0.02139619179069996,30.828308721948478,0.9725194876391372,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_0,1,sword_x_shield,0.3,cov30,0.286166,0.07793383300304413,20.861039120028664,0.8836522419695321,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_0,2,sword_x_shield,0.3,cov30,0.286166,0.07007183134555817,24.83731225681686,0.9202276461902631,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_0,3,sword_x_shield,0.3,cov30,0.286166,0.025060907006263733,28.04341827807264,0.948881868279735,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_0,4,sword_x_shield,0.3,cov30,0.286166,0.033720556646585464,26.137194595789627,0.9229344103307829,ok,located,true
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_1,0,sword_x_shield,0.3,cov30,0.280355,0.014136998914182186,25.797494093068142,0.922548052301032,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_1,1,sword_x_shield,0.3,cov30,0.280355,0.019651008769869804,29.842365192468222,0.9569515970593964,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_1,2,sword_x_shield,0.3,cov30,0.280355,0.32392311096191406,16.392872031044384,0.6981983619581338,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_1,3,sword_x_shield,0.3,cov30,0.280355,0.03148994594812393,21.65997820382224,0.8693735081660506,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_1,4,sword_x_shield,0.3,cov30,0.280355,0.03140166401863098,24.196831941620598,0.8895613508508013,ok,located,true
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_2,0,sword_x_shield,0.3,cov30,0.284125,0.03209147974848747,22.28278721181676,0.8822978023106596,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_2,1,sword_x_shield,0.3,cov30,0.284125,0.06761373579502106,21.760234675926206,0.8925166490730235,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_2,2,sword_x_shield,0.3,cov30,0.284125,0.07590094208717346,19.308127231510674,0.8385488052526587,ok,located,false
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_2,3,sword_x_shield,0.3,cov30,0.284125,0.037868790328502655,23.41553014307607,0.9065379435808362,ok,located,true
qwen2511_class_word_prompt_oracle,sword_x_shield_cov30_2,4,sword_x_shield,0.3,cov30,0.284125,0.01970074325799942,29.021702776878904,0.9625163914581242,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_0,0,hammer_x_anvil,0.3,cov30,0.310627,0.026425328105688095,31.26074765514931,0.979934626925098,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_0,1,hammer_x_anvil,0.3,cov30,0.310627,0.021334005519747734,30.02312413770945,0.9755156506926702,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_0,2,hammer_x_anvil,0.3,cov30,0.310627,0.014517199248075485,31.703674038862918,0.9827703318610785,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_0,3,hammer_x_anvil,0.3,cov30,0.310627,0.015742411836981773,30.044242355840943,0.9786077402806065,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_0,4,hammer_x_anvil,0.3,cov30,0.310627,0.020296752452850342,31.13963752109987,0.975642307419987,ok,located,true
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_1,0,hammer_x_anvil,0.3,cov30,0.280833,0.08242648839950562,20.45002403452569,0.8536668348493465,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_1,1,hammer_x_anvil,0.3,cov30,0.280833,0.03259091451764107,28.66909081427145,0.9617580686006933,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_1,2,hammer_x_anvil,0.3,cov30,0.280833,0.03652634099125862,27.141414068419678,0.9539952849144645,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_1,3,hammer_x_anvil,0.3,cov30,0.280833,0.04225832223892212,26.036650325917023,0.93970508179157,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_1,4,hammer_x_anvil,0.3,cov30,0.280833,0.03694446384906769,27.05587635939297,0.9496035660273362,ok,located,true
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_2,0,hammer_x_anvil,0.3,cov30,0.306076,0.017869556322693825,33.117691718591054,0.9742009957841745,ok,located,true
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_2,1,hammer_x_anvil,0.3,cov30,0.306076,0.4911651909351349,15.772750235094799,0.27522197906700396,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_2,2,hammer_x_anvil,0.3,cov30,0.306076,0.014229199849069118,33.72421761125495,0.9788530418289682,ok,located,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_2,3,hammer_x_anvil,0.3,cov30,0.306076,0.3716315031051636,15.962023312407167,0.6388609713716316,roi_failure,target_bbox_fallback,false
qwen2511_class_word_prompt_oracle,hammer_x_anvil_cov30_2,4,hammer_x_anvil,0.3,cov30,0.306076,0.015298898331820965,34.58490015608707,0.9780004513210526,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_0,0,emblem_x_banner,0.5,cov50,0.497214,0.21886123716831207,14.642496873294544,0.8143489452123123,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_0,1,emblem_x_banner,0.5,cov50,0.497214,0.2185104787349701,14.689810859081922,0.8157134650895226,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_0,2,emblem_x_banner,0.5,cov50,0.497214,0.21991702914237976,14.708743463601547,0.8162930166697384,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_0,3,emblem_x_banner,0.5,cov50,0.497214,0.21860292553901672,14.722027736562191,0.8157892672560306,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_0,4,emblem_x_banner,0.5,cov50,0.497214,0.21860982477664948,14.700388319149562,0.8155084090672983,ok,located,true
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_1,0,emblem_x_banner,0.5,cov50,0.486007,0.18651805818080902,14.663240896868878,0.8398462768822971,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_1,1,emblem_x_banner,0.5,cov50,0.486007,0.18720203638076782,14.71469218718,0.839640220221978,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_1,2,emblem_x_banner,0.5,cov50,0.486007,0.18656499683856964,14.705850231752224,0.8388262018933736,ok,located,true
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_1,3,emblem_x_banner,0.5,cov50,0.486007,0.18629632890224457,14.752817588443076,0.8402324969869485,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_1,4,emblem_x_banner,0.5,cov50,0.486007,0.18716658651828766,14.673304713487237,0.8396831747347258,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_2,0,emblem_x_banner,0.5,cov50,0.505033,0.2954133152961731,12.5375634780955,0.7554642250896887,ok,located,true
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_2,1,emblem_x_banner,0.5,cov50,0.505033,0.3014792799949646,12.498087312933208,0.7428218342790626,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_2,2,emblem_x_banner,0.5,cov50,0.505033,0.29347163438796997,12.60705295224717,0.7500952480014007,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_2,3,emblem_x_banner,0.5,cov50,0.505033,0.03356444835662842,29.24636001153079,0.968199689252168,ok,located,false
flux2_class_word_greenbbox_oracle,emblem_x_banner_cov50_2,4,emblem_x_banner,0.5,cov50,0.505033,0.3009927272796631,12.49774422676094,0.7427214110391075,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_0,0,food_x_plate,0.7,cov70,0.713963,0.5602591633796692,6.403905480418517,0.4115516160632013,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_0,1,food_x_plate,0.7,cov70,0.713963,0.5624537467956543,6.44780642516004,0.39898419915465566,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_0,2,food_x_plate,0.7,cov70,0.713963,0.5609156489372253,6.426620732745176,0.3989437329680394,ok,located,true
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_0,3,food_x_plate,0.7,cov70,0.713963,0.5614426136016846,6.53185839972977,0.39570294845693504,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_0,4,food_x_plate,0.7,cov70,0.713963,0.5581361651420593,6.472279380667507,0.4131422386437109,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_1,0,food_x_plate,0.7,cov70,0.695275,0.4803560674190521,8.492663051206264,0.5816136615216583,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_1,1,food_x_plate,0.7,cov70,0.695275,0.4771405756473541,8.58652917456709,0.5830441157452081,ok,located,true
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_1,2,food_x_plate,0.7,cov70,0.695275,0.47784605622291565,8.506359743515464,0.5867897919931203,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_1,3,food_x_plate,0.7,cov70,0.695275,0.4743901491165161,8.686923316032201,0.5879244862134456,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_1,4,food_x_plate,0.7,cov70,0.695275,0.474997341632843,8.33082819063818,0.5386796317536425,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_2,0,food_x_plate,0.7,cov70,0.695829,0.5309505462646484,7.147300660678853,0.45955178856757045,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_2,1,food_x_plate,0.7,cov70,0.695829,0.5325263738632202,7.31441948964362,0.46433175284494327,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_2,2,food_x_plate,0.7,cov70,0.695829,0.5344674587249756,7.301951322040737,0.4537765803319638,ok,located,true
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_2,3,food_x_plate,0.7,cov70,0.695829,0.534479558467865,7.354139702981531,0.4533279547749129,ok,located,false
flux2_class_word_greenbbox_oracle,food_x_plate_cov70_2,4,food_x_plate,0.7,cov70,0.695829,0.5357154011726379,7.08495497775182,0.46076810333373636,ok,located,false
flux2_class_word_greenbbox_oracle,coin_x_chest_cov70_0,0,coin_x_chest,0.7,cov70,0.7127,0.500338613986969,11.436826350947236,0.4626343562066946,ok,located,false
